"L1","C","L1L2","L2","AaA","LoR","Edu.day","Sex","Family","ISO639.3","Enroll","Speaking","morph","lex","new_feat","new_sounds"
"Afrikaans","Rwanda","AfrikaansFrench","French",23,3,3,"Female","Indo-European","afr ",16,512,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",29,6,4,"Female","Indo-European","afr ",93,561,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,3,4,"Female","Indo-European","afr ",93,615,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,2,4,"Female","Indo-European","afr ",93,547,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",38,1,3,"Female","Indo-European","afr ",93,512,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,3,4,"Female","Indo-European","afr ",93,537,NA,0.010463,NA,NA
"Afrikaans","Nigeria","AfrikaansEnglish","English",30,0,3,"Male","Indo-European","afr ",35,473,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,6,4,"Female","Indo-European","afr ",93,623,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,2,2,"Female","Indo-European","afr ",93,553,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,2,3,"Female","Indo-European","afr ",93,549,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,0,4,"Male","Indo-European","afr ",93,549,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,0,3,"Female","Indo-European","afr ",93,584,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,1,4,"Female","Indo-European","afr ",93,554,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,2,4,"Male","Indo-European","afr ",93,504,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,6,3,"Male","Indo-European","afr ",93,567,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",51,1,3,"Female","Indo-European","afr ",93,545,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",38,2,2,"Male","Indo-European","afr ",93,517,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,7,4,"Female","Indo-European","afr ",93,538,NA,0.010463,NA,NA
"Afrikaans","Nigeria","AfrikaansEnglish","English",34,15,4,"Male","Indo-European","afr ",35,517,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,0,3,"Male","Indo-European","afr ",93,517,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,3,1,"Male","Indo-European","afr ",93,526,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,0,3,"Male","Indo-European","afr ",93,539,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",38,3,4,"Female","Indo-European","afr ",93,536,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,1,1,"Female","Indo-European","afr ",93,550,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",33,2,4,"Female","Indo-European","afr ",93,573,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",33,3,3,"Female","Indo-European","afr ",93,500,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,2,3,"Female","Indo-European","afr ",93,551,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",41,3,1,"Male","Indo-European","afr ",93,548,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",50,2,3,"Female","Indo-European","afr ",93,556,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,2,3,"Male","Indo-European","afr ",93,586,NA,0.010463,NA,NA
"Afrikaans","Rwanda","AfrikaansFrench","French",27,2,3,"Male","Indo-European","afr ",16,498,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",28,1,4,"Female","Indo-European","afr ",93,602,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,2,1,"Female","Indo-European","afr ",93,537,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,1,3,"Female","Indo-European","afr ",93,559,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",43,1,3,"Female","Indo-European","afr ",93,542,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",0,36,3,"Male","Indo-European","afr ",93,523,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,1,3,"Female","Indo-European","afr ",93,499,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",41,2,4,"Female","Indo-European","afr ",93,530,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,1,3,"Female","Indo-European","afr ",93,523,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",38,1,4,"Female","Indo-European","afr ",93,573,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,2,3,"Female","Indo-European","afr ",93,530,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",36,2,4,"Female","Indo-European","afr ",93,543,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",34,1,3,"Male","Indo-European","afr ",93,490,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,0,4,"Male","Indo-European","afr ",93,557,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,2,3,"Female","Indo-European","afr ",93,529,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,2,3,"Female","Indo-European","afr ",93,567,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",18,2,3,"Female","Indo-European","afr ",93,550,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,3,4,"Female","Indo-European","afr ",93,559,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,5,3,"Female","Indo-European","afr ",93,600,NA,0.010463,NA,NA
"Afrikaans","Rwanda","AfrikaansFrench","French",36,3,4,"Male","Indo-European","afr ",16,501,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,1,3,"Male","Indo-European","afr ",93,496,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",36,1,3,"Female","Indo-European","afr ",93,508,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",33,1,4,"Male","Indo-European","afr ",93,516,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",38,2,2,"Female","Indo-European","afr ",93,542,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,4,3,"Female","Indo-European","afr ",93,580,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",38,1,1,"Male","Indo-European","afr ",93,576,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,0,3,"Female","Indo-European","afr ",93,545,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,3,3,"Female","Indo-European","afr ",93,534,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,5,4,"Male","Indo-European","afr ",93,608,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",14,2,2,"Male","Indo-European","afr ",93,543,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,1,3,"Male","Indo-European","afr ",93,509,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",29,3,2,"Female","Indo-European","afr ",93,602,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,4,2,"Female","Indo-European","afr ",93,548,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",33,6,1,"Male","Indo-European","afr ",93,610,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,1,3,"Female","Indo-European","afr ",93,592,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",38,3,4,"Female","Indo-European","afr ",93,525,NA,0.010463,NA,NA
"Afrikaans","Sudan","AfrikaansEnglish","English",35,3,4,"Male","Indo-European","afr ",31,459,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,1,3,"Female","Indo-European","afr ",93,515,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,1,4,"Female","Indo-European","afr ",93,563,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",31,1,4,"Female","Indo-European","afr ",93,560,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",27,1,4,"Male","Indo-European","afr ",93,563,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",29,3,3,"Female","Indo-European","afr ",93,541,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,2,4,"Female","Indo-European","afr ",93,533,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",24,2,3,"Female","Indo-European","afr ",93,516,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",32,2,4,"Female","Indo-European","afr ",93,567,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",22,4,3,"Female","Indo-European","afr ",93,530,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,3,4,"Female","Indo-European","afr ",93,523,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,2,3,"Male","Indo-European","afr ",93,548,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",18,2,3,"Male","Indo-European","afr ",93,560,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",30,1,3,"Male","Indo-European","afr ",93,546,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,1,3,"Female","Indo-European","afr ",93,584,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",23,1,1,"Male","Indo-European","afr ",93,655,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",21,0,3,"Female","Indo-European","afr ",93,507,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",25,5,3,"Female","Indo-European","afr ",93,514,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",26,9,3,"Female","Indo-European","afr ",93,560,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",44,1,3,"Female","Indo-European","afr ",93,528,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",38,3,4,"Female","Indo-European","afr ",93,529,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",19,1,3,"Female","Indo-European","afr ",93,539,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",33,7,4,"Female","Indo-European","afr ",93,596,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,3,4,"Female","Indo-European","afr ",93,569,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",36,2,4,"Female","Indo-European","afr ",93,563,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",35,8,3,"Female","Indo-European","afr ",93,559,NA,0.010463,NA,NA
"Afrikaans","SouthAfrica","AfrikaansEnglish","English",34,1,3,"Male","Indo-European","afr ",93,502,NA,0.010463,NA,NA
"Albanian","Albania","AlbanianEnglish","English",17,3,3,"Male","Indo-European","sqi ",78,515,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianGerman","German",23,1,4,"Female","Indo-European","sqi ",78,521,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianCroatian","Croatian",22,3,3,"Female","Indo-European","sqi ",85,519,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",30,3,4,"Female","Indo-European","sqi ",78,528,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianGreek","Greek",17,1,1,"Female","Indo-European","sqi ",78,481,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianFrench","French",26,4,2,"Female","Indo-European","sqi ",85,515,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",20,6,3,"Male","Indo-European","sqi ",85,581,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianCroatian","Croatian",22,4,3,"Male","Indo-European","sqi ",85,471,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",22,2,3,"Male","Indo-European","sqi ",85,601,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",23,4,4,"Female","Indo-European","sqi ",85,486,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianMonolingual","Monolingual",22,2,3,"Female","Indo-European","sqi ",78,454,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianItalian","Italian",21,6,1,"Male","Indo-European","sqi ",85,559,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",24,7,1,"Male","Indo-European","sqi ",85,517,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",27,2,4,"Female","Indo-European","sqi ",78,557,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianMonolingual","Monolingual",23,2,3,"Female","Indo-European","sqi ",78,517,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",37,1,4,"Male","Indo-European","sqi ",78,567,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",28,4,4,"Male","Indo-European","sqi ",85,473,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianGerman","German",20,3,3,"Male","Indo-European","sqi ",85,498,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",34,2,4,"Female","Indo-European","sqi ",78,521,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",22,1,3,"Female","Indo-European","sqi ",78,534,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianSerbian","Serbian",21,4,3,"Male","Indo-European","sqi ",85,519,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianMonolingual","Monolingual",23,4,3,"Male","Indo-European","sqi ",85,474,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",30,2,4,"Female","Indo-European","sqi ",78,510,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",26,3,3,"Male","Indo-European","sqi ",85,496,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",39,4,3,"Male","Indo-European","sqi ",85,473,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",19,1,3,"Male","Indo-European","sqi ",78,492,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",29,2,4,"Female","Indo-European","sqi ",78,555,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianGreek","Greek",24,3,3,"Female","Indo-European","sqi ",78,532,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",21,2,3,"Female","Indo-European","sqi ",78,542,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",24,6,4,"Male","Indo-European","sqi ",85,548,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",31,2,4,"Male","Indo-European","sqi ",78,525,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianSerbian","Serbian",31,3,3,"Male","Indo-European","sqi ",85,517,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianTurkish","Turkish",18,3,2,"Female","Indo-European","sqi ",78,510,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",40,4,4,"Male","Indo-European","sqi ",85,522,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianFrench","French",24,2,1,"Female","Indo-European","sqi ",78,499,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",18,6,3,"Male","Indo-European","sqi ",78,582,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",19,3,3,"Male","Indo-European","sqi ",85,501,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianGerman","German",33,2,4,"Male","Indo-European","sqi ",85,453,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianGerman","German",23,5,3,"Male","Indo-European","sqi ",85,534,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",20,2,3,"Female","Indo-European","sqi ",78,495,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",33,10,2,"Female","Indo-European","sqi ",85,551,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianGreek","Greek",28,3,3,"Male","Indo-European","sqi ",78,520,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianGerman","German",19,1,1,"Female","Indo-European","sqi ",85,574,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianSerbian","Serbian",21,3,3,"Male","Indo-European","sqi ",85,524,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",25,2,3,"Male","Indo-European","sqi ",78,506,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianGerman","German",27,6,3,"Male","Indo-European","sqi ",85,512,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",27,5,4,"Female","Indo-European","sqi ",85,509,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",20,4,3,"Female","Indo-European","sqi ",85,481,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",28,1,3,"Male","Indo-European","sqi ",85,543,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",27,6,3,"Male","Indo-European","sqi ",85,521,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianMonolingual","Monolingual",33,3,3,"Male","Indo-European","sqi ",78,458,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianGreek","Greek",21,8,3,"Female","Indo-European","sqi ",78,556,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianSerbian","Serbian",26,5,3,"Female","Indo-European","sqi ",85,505,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",21,4,4,"Female","Indo-European","sqi ",78,555,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",47,0,4,"Male","Indo-European","sqi ",85,478,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianGerman","German",30,1,4,"Male","Indo-European","sqi ",85,473,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",30,1,4,"Male","Indo-European","sqi ",78,503,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianSerbian","Serbian",23,5,3,"Male","Indo-European","sqi ",78,516,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",19,4,3,"Male","Indo-European","sqi ",85,493,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianMonolingual","Monolingual",20,8,2,"Female","Indo-European","sqi ",85,479,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",26,3,4,"Male","Indo-European","sqi ",85,530,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianEnglish","English",20,0,3,"Female","Indo-European","sqi ",78,573,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianGerman","German",20,1,3,"Male","Indo-European","sqi ",85,553,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianMonolingual","Monolingual",24,3,3,"Female","Indo-European","sqi ",85,505,0.0412,0.595079,11,21
"Albanian","France","AlbanianEnglish","English",29,3,2,"Female","Indo-European","sqi ",113,505,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",15,6,3,"Male","Indo-European","sqi ",85,561,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",37,7,4,"Male","Indo-European","sqi ",85,499,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",31,8,4,"Male","Indo-European","sqi ",85,508,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianSerbian","Serbian",19,3,3,"Male","Indo-European","sqi ",85,498,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianGerman","German",29,2,4,"Male","Indo-European","sqi ",78,496,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianSerbian","Serbian",32,6,3,"Female","Indo-European","sqi ",85,514,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",20,5,1,"Female","Indo-European","sqi ",85,510,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianGerman","German",0,25,3,"Male","Indo-European","sqi ",85,528,0.0412,0.595079,11,21
"Albanian","Albania","AlbanianItalian","Italian",29,6,3,"Male","Indo-European","sqi ",78,492,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianDutch","Dutch",28,0,3,"Male","Indo-European","sqi ",85,539,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianCroatian","Croatian",21,3,3,"Female","Indo-European","sqi ",85,527,0.0412,0.595079,11,21
"Albanian","Yugoslavia","AlbanianEnglish","English",16,3,1,"Male","Indo-European","sqi ",85,480,0.0412,0.595079,11,21
